wavelength (nm),Red 2
1611.439941,0.579041
1616.97998,0.584464
1622.52002,0.588809
1628.050049,0.591498
1633.589966,0.595354
1639.130005,0.597589
1644.660034,0.60116
1650.199951,0.601549
1655.72998,0.6044010000000001
1661.27002,0.604109
1666.800049,0.6015010000000001
1672.339966,0.5980300000000001
1677.869995,0.593148
1683.400024,0.586044
1688.939941,0.580721
1694.469971,0.574437
1700.0,0.5703779999999999
1705.540039,0.568345
1711.069946,0.567557
1716.599976,0.563645
1722.130005,0.5611229999999999
1727.660034,0.555213
1733.189941,0.5532520000000001
1738.72998,0.551782
1744.26001,0.5522
1749.790039,0.551768
1755.319946,0.553547
1760.849976,0.553693
1766.380005,0.555994
1771.910034,0.5571470000000001
1777.439941,0.559036
1782.959961,0.5596
1788.48999,0.5605939999999999
1794.02002,0.562549
1799.550049,0.563816
1805.079956,0.56357
1810.609985,0.5657479999999999
1816.140015,0.566063
1821.660034,0.566511
1827.189941,0.568299
1832.719971,0.569398
1838.25,0.569801
1843.77002,0.571545
1849.300049,0.57391
1854.829956,0.5749350000000001
1860.349976,0.574843
1865.880005,0.574824
1871.410034,0.56976
1876.930054,0.563018
1882.459961,0.5556949999999999
1887.98999,0.54335
1893.51001,0.5225529999999999
1899.040039,0.497526
1904.560059,0.46914700000000004
1910.089966,0.444406
1915.609985,0.422994
1921.140015,0.407749
1926.670044,0.395208
1932.189941,0.387889
1937.719971,0.384185
1943.23999,0.38350700000000004
1948.77002,0.384908
1954.290039,0.389359
1959.819946,0.3947
1965.339966,0.40118400000000004
1970.869995,0.406763
1976.390015,0.412962
1981.920044,0.418959
1987.439941,0.425617
1992.959961,0.430663
1998.48999,0.434806
2004.01001,0.43868999999999997
2009.540039,0.44020699999999996
2015.060059,0.43891899999999995
2020.589966,0.437037
2026.109985,0.43352299999999994
2031.640015,0.42771499999999996
2037.160034,0.419526
2042.689941,0.408877
2048.209961,0.396729
2053.72998,0.385377
2059.26001,0.377241
2064.780029,0.377238
2070.310059,0.38257800000000003
2075.830078,0.391998
2081.360107,0.40237
2086.879883,0.410893
2092.409912,0.416658
2097.929932,0.41889499999999996
2103.459961,0.418705
2108.97998,0.418408
2114.51001,0.416624
2120.030029,0.41420100000000004
2125.560059,0.411772
2131.080078,0.408681
2136.610107,0.403564
2142.129883,0.398998
2147.659912,0.392617
2153.179932,0.387201
2158.709961,0.380815
2164.22998,0.37585100000000005
2169.76001,0.372157
2175.280029,0.36995
2180.810059,0.368635
2186.340088,0.36657199999999995
2191.860107,0.362599
2197.389893,0.35941999999999996
2202.919922,0.35579
2208.439941,0.355256
2213.969971,0.35631999999999997
2219.5,0.362722
2225.02002,0.37251
2230.550049,0.38495
2236.080078,0.39316
2241.610107,0.397117
2247.129883,0.394448
2252.659912,0.387088
2258.189941,0.374332
2263.719971,0.364695
2269.25,0.359321
2274.77002,0.357241
2280.300049,0.353929
2285.830078,0.350951
2291.360107,0.348086
2296.889893,0.346839
2302.419922,0.347229
2307.949951,0.348923
2313.47998,0.351721
2319.01001,0.356394
2324.540039,0.361471
2330.070068,0.363701
2335.600098,0.365059
2341.129883,0.366417
2346.669922,0.366699
2352.199951,0.36600900000000003
2357.72998,0.365675
2363.26001,0.36556700000000003
2368.790039,0.36446100000000003
2374.330078,0.36267699999999997
2379.860107,0.360951
2385.389893,0.361976
2390.929932,0.366769
2396.459961,0.37151799999999996
2401.98999,0.373208
2407.530029,0.373634
2413.060059,0.37239
2418.600098,0.371192
2424.129883,0.36852399999999996
2429.669922,0.366168
2435.209961,0.363229
2440.73999,0.3579
2446.280029,0.352261
2451.820068,0.345509
2457.350098,0.338959
2462.889893,0.33216799999999996
2468.429932,0.32745100000000005
2473.969971,0.32311100000000004
2479.51001,0.320758
2485.050049,0.317268
2490.590088,0.314173
2496.129883,0.30999099999999996
2501.669922,0.307674
